2022-12-20 17:39:22,220 INFO  [main] Servidor:31 - Servidor iniciado
2022-12-20 17:39:39,468 INFO  [main] Servidor:42 - Cliente conectado
2022-12-20 17:39:39,561 INFO  [Thread-0] Hilo:53 - Generadas las claves RSA asimétricas
2022-12-20 17:39:39,569 INFO  [Thread-0] Hilo:73 - Enviada la clave pública al cliente
2022-12-20 17:39:39,576 INFO  [Thread-0] Hilo:83 - Recibida la clave simétrica cifrada con la clave pública
2022-12-20 17:39:39,591 INFO  [Thread-0] Hilo:94 - Descifrada la clave simétrica con la clave privada
2022-12-20 17:39:39,591 INFO  [Thread-0] Hilo:249 - Mensaje de pantalla principal enviado al cliente
2022-12-20 17:39:43,241 INFO  [main] Servidor:42 - Cliente conectado
2022-12-20 17:39:43,267 INFO  [Thread-1] Hilo:53 - Generadas las claves RSA asimétricas
2022-12-20 17:39:43,274 INFO  [Thread-1] Hilo:73 - Enviada la clave pública al cliente
2022-12-20 17:39:43,283 INFO  [Thread-1] Hilo:83 - Recibida la clave simétrica cifrada con la clave pública
2022-12-20 17:39:43,284 INFO  [Thread-1] Hilo:94 - Descifrada la clave simétrica con la clave privada
2022-12-20 17:39:43,284 INFO  [Thread-1] Hilo:249 - Mensaje de pantalla principal enviado al cliente
2022-12-20 17:39:45,361 INFO  [Thread-1] Hilo:262 - Opcion recibida del cliente: 2
2022-12-20 17:39:57,168 INFO  [Thread-1] Hilo:220 - Recibido el mensaje cifrado
2022-12-20 17:39:57,194 INFO  [Thread-1] Hilo:181 - Creado el descifrador simétrico
2022-12-20 17:39:57,195 INFO  [Thread-1] Hilo:191 - Contenido descifrado
2022-12-20 17:39:57,195 INFO  [Thread-1] Hilo:229 - Descifrado el mensaje
2022-12-20 17:39:57,195 INFO  [Thread-1] Hilo:220 - Recibido el mensaje cifrado
2022-12-20 17:39:57,195 INFO  [Thread-1] Hilo:181 - Creado el descifrador simétrico
2022-12-20 17:39:57,196 INFO  [Thread-1] Hilo:191 - Contenido descifrado
2022-12-20 17:39:57,196 INFO  [Thread-1] Hilo:229 - Descifrado el mensaje
2022-12-20 17:39:57,197 INFO  [Thread-1] Hilo:156 - Obtenidos los datos del cifrador
2022-12-20 17:39:57,197 INFO  [Thread-1] Hilo:165 - Cifrado el contenido
2022-12-20 17:39:57,197 INFO  [Thread-1] Hilo:207 - Enviado el mensaje cifrado
2022-12-20 17:39:57,197 INFO  [Thread-1] Hilo:249 - Mensaje de pantalla principal enviado al cliente
2022-12-20 17:40:00,393 INFO  [Thread-0] Hilo:262 - Opcion recibida del cliente: 2
2022-12-20 17:40:11,476 INFO  [Thread-0] Hilo:220 - Recibido el mensaje cifrado
2022-12-20 17:40:11,477 INFO  [Thread-0] Hilo:181 - Creado el descifrador simétrico
2022-12-20 17:40:11,477 INFO  [Thread-0] Hilo:191 - Contenido descifrado
2022-12-20 17:40:11,478 INFO  [Thread-0] Hilo:229 - Descifrado el mensaje
2022-12-20 17:40:11,478 INFO  [Thread-0] Hilo:220 - Recibido el mensaje cifrado
2022-12-20 17:40:11,478 INFO  [Thread-0] Hilo:181 - Creado el descifrador simétrico
2022-12-20 17:40:11,481 INFO  [Thread-0] Hilo:191 - Contenido descifrado
2022-12-20 17:40:11,481 INFO  [Thread-0] Hilo:229 - Descifrado el mensaje
2022-12-20 17:40:11,482 INFO  [Thread-0] Hilo:156 - Obtenidos los datos del cifrador
2022-12-20 17:40:11,485 INFO  [Thread-0] Hilo:165 - Cifrado el contenido
2022-12-20 17:40:11,485 INFO  [Thread-0] Hilo:207 - Enviado el mensaje cifrado
2022-12-20 17:40:11,485 INFO  [Thread-0] Hilo:249 - Mensaje de pantalla principal enviado al cliente
2022-12-20 17:40:16,433 INFO  [Thread-0] Hilo:262 - Opcion recibida del cliente: 2
2022-12-20 17:40:18,591 INFO  [Thread-1] Hilo:262 - Opcion recibida del cliente: 2
2022-12-20 17:40:31,419 INFO  [Thread-1] Hilo:220 - Recibido el mensaje cifrado
2022-12-20 17:40:31,420 INFO  [Thread-1] Hilo:181 - Creado el descifrador simétrico
2022-12-20 17:40:31,420 INFO  [Thread-1] Hilo:191 - Contenido descifrado
2022-12-20 17:40:31,421 INFO  [Thread-1] Hilo:229 - Descifrado el mensaje
